route,page_type,page_title,section_title,content_category,image_src,asset_id,alt_text,actual_visual,expected_visual,match_status,severity,current_reuse_count,recommended_action
/products/hoodies-jackets/,product,Hoodies &amp; Jackets,Original Teamwear Design Concepts,hoodies &amp; jackets custom hoodies &amp; jackets manufacturer | team outerwear | poxiol original t,https://cdn.sanity.io/images/oqpv1xbc/production/640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941.webp,image-640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941-webp,POXIOL Hoodies Jackets Zip Up Jackets Design,unclear,hoodies/jackets,unclear,LOW,6,
/products/,category,,Performance Teamwear Categories, performance teamwear products | custom sports uniforms | poxiol performance teamwear categories  po,https://cdn.sanity.io/images/oqpv1xbc/production/4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768.png,image-4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768-png,POXIOL Basketball Uniforms,unclear,basketball,unclear,LOW,6,
/products/,category,,Performance Teamwear Categories, performance teamwear products | custom sports uniforms | poxiol performance teamwear categories bas,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Soccer Jerseys,unclear,basketball,unclear,LOW,12,
/products/,category,,Performance Teamwear Categories, performance teamwear products | custom sports uniforms | poxiol performance teamwear categories soc,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Training Wear,unclear,soccer,unclear,LOW,14,
/products/,category,,Performance Teamwear Categories, performance teamwear products | custom sports uniforms | poxiol performance teamwear categories tra,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Hoodies Jackets,unclear,training wear,unclear,LOW,12,
/products/,category,,Performance Teamwear Categories, performance teamwear products | custom sports uniforms | poxiol performance teamwear categories hoo,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Team Accessories,unclear,hoodies/jackets,unclear,LOW,11,
/products/,category,,Performance Teamwear Categories, performance teamwear products | custom sports uniforms | poxiol performance teamwear categories tea,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL Soccer Kits,unclear,soccer,unclear,LOW,9,
/products/pro-basketball-jersey-set/,product,Pro Basketball Jersey Set,,pro basketball jersey set pro basketball jersey set | poxiol   poxiol pro basketball jersey set,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Pro Basketball Jersey Set,unclear,basketball,unclear,LOW,11,
/products/soccer-jerseys-goalkeeper-kits/,product,Soccer Jerseys Goalkeeper Kits,,soccer jerseys goalkeeper kits goalkeeper kits   poxiol soccer jerseys goalkeeper kits,https://cdn.sanity.io/images/oqpv1xbc/production/4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768.png,image-4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768-png,POXIOL Soccer Jerseys Goalkeeper Kits,unclear,soccer,unclear,LOW,6,
/products/soccer-jerseys-soccer-jerseys/,product,Soccer Jerseys Soccer Jerseys,,soccer jerseys soccer jerseys soccer jerseys   poxiol soccer jerseys soccer jerseys,https://cdn.sanity.io/images/oqpv1xbc/production/4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768.png,image-4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768-png,POXIOL Soccer Jerseys Soccer Jerseys,unclear,soccer,unclear,LOW,6,
/products/soccer-jerseys-soccer-shorts/,product,Soccer Jerseys Soccer Shorts,,soccer jerseys soccer shorts soccer shorts   poxiol soccer jerseys soccer shorts,https://cdn.sanity.io/images/oqpv1xbc/production/640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941.webp,image-640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941-webp,POXIOL Soccer Jerseys Soccer Shorts,unclear,soccer,unclear,LOW,6,
/products/soccer-jerseys-soccer-socks/,product,Soccer Jerseys Soccer Socks,,soccer jerseys soccer socks soccer socks   poxiol soccer jerseys soccer socks,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Soccer Jerseys Soccer Socks,unclear,soccer,unclear,LOW,11,
/products/soccer-jerseys/,product,Soccer Jerseys,,soccer jerseys custom soccer kit manufacturer | wholesale soccer jerseys supplier | poxiol   poxiol ,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Soccer Jerseys Custom Uniforms,unclear,soccer,unclear,LOW,12,
/products/soccer-jerseys/,product,Soccer Jerseys,Professional Customization Support,soccer jerseys custom soccer kit manufacturer | wholesale soccer jerseys supplier | poxiol professio,/images/poxiol-v6/manufacturing_sublimation_printing.png,,POXIOL Sublimation Factory,factory,soccer,mismatch,HIGH,0,
/products/soccer-jerseys/,product,Soccer Jerseys,Professional Customization Support,soccer jerseys custom soccer kit manufacturer | wholesale soccer jerseys supplier | poxiol professio,/images/poxiol-v6/manufacturing_quality_control.png,,POXIOL QC Protocol,factory,soccer,mismatch,HIGH,0,
/products/soccer-jerseys/,product,Soccer Jerseys,Original Teamwear Design Concepts,soccer jerseys custom soccer kit manufacturer | wholesale soccer jerseys supplier | poxiol original ,https://cdn.sanity.io/images/oqpv1xbc/production/640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941.webp,image-640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941-webp,POXIOL Soccer Jerseys Soccer Shorts Design,unclear,soccer,unclear,LOW,6,
/products/soccer-jerseys/,product,Soccer Jerseys,Original Teamwear Design Concepts,soccer jerseys custom soccer kit manufacturer | wholesale soccer jerseys supplier | poxiol original ,https://cdn.sanity.io/images/oqpv1xbc/production/4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768.png,image-4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768-png,POXIOL Soccer Jerseys Goalkeeper Kits Design,unclear,soccer,unclear,LOW,6,
/products/soccer-jerseys/,product,Soccer Jerseys,Original Teamwear Design Concepts,soccer jerseys custom soccer kit manufacturer | wholesale soccer jerseys supplier | poxiol original ,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Soccer Jerseys Soccer Socks Design,unclear,soccer,unclear,LOW,11,
/products/team-accessories-custom-bags/,product,Team Accessories Custom Bags,,team accessories custom bags custom bags   poxiol team accessories custom bags,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Team Accessories Custom Bags,unclear,team accessories,unclear,LOW,14,
/products/team-accessories-team-socks/,product,Team Accessories Team Socks,,team accessories team socks team socks   poxiol team accessories team socks,https://cdn.sanity.io/images/oqpv1xbc/production/5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941.webp,image-5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941-webp,POXIOL Team Accessories Team Socks,unclear,team accessories,unclear,LOW,7,
/products/team-accessories/,product,Team Accessories,,team accessories custom team accessories manufacturer | poxiol   poxiol team accessories custom unif,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Team Accessories Custom Uniforms,unclear,team accessories,unclear,LOW,11,
/products/team-accessories/,product,Team Accessories,Professional Customization Support,team accessories custom team accessories manufacturer | poxiol professional customization support ev,/images/poxiol-v6/manufacturing_sublimation_printing.png,,POXIOL Sublimation Factory,factory,team accessories,mismatch,HIGH,0,
/products/team-accessories/,product,Team Accessories,Professional Customization Support,team accessories custom team accessories manufacturer | poxiol professional customization support ev,/images/poxiol-v6/manufacturing_quality_control.png,,POXIOL QC Protocol,factory,team accessories,mismatch,HIGH,0,
/products/team-accessories/,product,Team Accessories,Original Teamwear Design Concepts,team accessories custom team accessories manufacturer | poxiol original teamwear design concepts eve,https://cdn.sanity.io/images/oqpv1xbc/production/5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941.webp,image-5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941-webp,POXIOL Team Accessories Team Socks Design,unclear,team accessories,unclear,LOW,7,
/products/team-accessories/,product,Team Accessories,Original Teamwear Design Concepts,team accessories custom team accessories manufacturer | poxiol original teamwear design concepts tea,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Team Accessories Custom Bags Design,unclear,team accessories,unclear,LOW,14,
/products/training-wear-team-travel-suits/,product,Training Wear Team Travel Suits,,training wear team travel suits team travel suits   poxiol training wear team travel suits,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Training Wear Team Travel Suits,unclear,training wear,unclear,LOW,12,
/products/training-wear-tracksuits/,product,Training Wear Tracksuits,,training wear tracksuits tracksuits   poxiol training wear tracksuits,https://cdn.sanity.io/images/oqpv1xbc/production/5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941.webp,image-5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941-webp,POXIOL Training Wear Tracksuits,unclear,training wear,unclear,LOW,7,
/products/training-wear-training-tops/,product,Training Wear Training Tops,,training wear training tops training tops   poxiol training wear training tops,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Training Wear Training Tops,unclear,training wear,unclear,LOW,12,
/products/training-wear-warm-up-jackets/,product,Training Wear Warm Up Jackets,,training wear warm up jackets warm-up jackets   poxiol training wear warm up jackets,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Training Wear Warm Up Jackets,unclear,training wear,unclear,LOW,14,
/products/training-wear/,product,Training Wear,,training wear custom training wear &amp; warm-up suits manufacturer | poxiol   poxiol training wear ,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Training Wear Custom Uniforms,unclear,training wear,unclear,LOW,14,
/products/training-wear/,product,Training Wear,Professional Customization Support,training wear custom training wear &amp; warm-up suits manufacturer | poxiol professional customizat,/images/poxiol-v6/manufacturing_sublimation_printing.png,,POXIOL Sublimation Factory,factory,training wear,mismatch,HIGH,0,
/products/training-wear/,product,Training Wear,Professional Customization Support,training wear custom training wear &amp; warm-up suits manufacturer | poxiol professional customizat,/images/poxiol-v6/manufacturing_quality_control.png,,POXIOL QC Protocol,factory,training wear,mismatch,HIGH,0,
/products/training-wear/,product,Training Wear,Original Teamwear Design Concepts,training wear custom training wear &amp; warm-up suits manufacturer | poxiol original teamwear desig,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Training Wear Warm Up Jackets Design,unclear,training wear,unclear,LOW,14,
/products/training-wear/,product,Training Wear,Original Teamwear Design Concepts,training wear custom training wear &amp; warm-up suits manufacturer | poxiol original teamwear desig,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Training Wear Training Tops Design,unclear,training wear,unclear,LOW,12,
/products/training-wear/,product,Training Wear,Original Teamwear Design Concepts,training wear custom training wear &amp; warm-up suits manufacturer | poxiol original teamwear desig,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Training Wear Team Travel Suits Design,unclear,training wear,unclear,LOW,12,
/projects/australia-soccer-club-kit-project/,case-study,Australia Soccer Club Kit Project,Packaging &amp; Delivery,australia soccer club kit project soccer club home &amp; away kit launch | poxiol b2b case study pac,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Australia Soccer Club Kit Project,unclear,soccer,unclear,LOW,12,
/projects/distributor-bulk-teamwear-program/,case-study,Distributor Bulk Teamwear Program,Packaging &amp; Delivery,distributor bulk teamwear program teamwear distributor bulk program | poxiol b2b case study packagin,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Distributor Bulk Teamwear Program,unclear,unclear,unclear,LOW,14,
/projects/,case-study,,Featured Projects &amp; Case Studies, custom teamwear &amp; sports uniforms manufacturer | poxiol featured projects &amp; case studies  p,https://cdn.sanity.io/images/oqpv1xbc/production/e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024.png,image-e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024-png,POXIOL Usa Basketball Academy Uniform Program,unclear,basketball,unclear,LOW,4,
/projects/,case-study,,USA Basketball Academy Uniform Program, custom teamwear &amp; sports uniforms manufacturer | poxiol usa basketball academy uniform program ,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Australia Soccer Club Kit Project,unclear,basketball,unclear,LOW,12,
/projects/,case-study,,Australia Soccer Club Kit Project, custom teamwear &amp; sports uniforms manufacturer | poxiol australia soccer club kit project  poxi,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL School Athletics Multi Sport Program,unclear,soccer,unclear,LOW,9,
/projects/,case-study,,School Athletics Multi-Sport Program, custom teamwear &amp; sports uniforms manufacturer | poxiol school athletics multi-sport program  p,https://cdn.sanity.io/images/oqpv1xbc/production/e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024.png,image-e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024-png,POXIOL Middle East Sports Event Program,unclear,unclear,unclear,LOW,4,
/projects/,case-study,,Middle East Sports Event Program, custom teamwear &amp; sports uniforms manufacturer | poxiol middle east sports event program  poxio,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Distributor Bulk Teamwear Program,unclear,unclear,unclear,LOW,14,
/projects/middle-east-sports-event-program/,case-study,Middle East Sports Event Program,Packaging &amp; Delivery,middle east sports event program sports event bulk uniform program | poxiol b2b case study packaging,https://cdn.sanity.io/images/oqpv1xbc/production/e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024.png,image-e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024-png,POXIOL Middle East Sports Event Program,unclear,unclear,unclear,LOW,4,
/projects/school-athletics-multi-sport-program/,case-study,School Athletics Multi-Sport Program,Packaging &amp; Delivery,school athletics multi-sport program school multi-sport uniform program | poxiol b2b case study pack,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL School Athletics Multi Sport Program,unclear,unclear,unclear,LOW,9,
/projects/usa-basketball-academy-uniform-program/,case-study,USA Basketball Academy Uniform Program,Packaging &amp; Delivery,usa basketball academy uniform program basketball academy uniform program | poxiol b2b case study pa,https://cdn.sanity.io/images/oqpv1xbc/production/e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024.png,image-e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024-png,POXIOL Usa Basketball Academy Uniform Program,unclear,basketball,unclear,LOW,4,
/quality-control-process/,site-page,Custom Teamwear Quality Control Process,,custom teamwear quality control process custom teamwear quality control process | poxiol   poxiol qu,https://cdn.sanity.io/images/oqpv1xbc/production/66ead13a5a42384f7d175a765e9709b9eb613d46-1448x1086.webp,image-66ead13a5a42384f7d175a765e9709b9eb613d46-1448x1086-webp,POXIOL Quality Control Process,unclear,quality control,unclear,LOW,4,
/resources/custom-basketball-uniform-manufacturer-guide/,article,Custom Basketball Uniform Manufacturer Guide,,custom basketball uniform manufacturer guide how to choose a custom basketball uniform manufacturer ,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Custom Basketball Uniform Manufacturer Guide,unclear,basketball,unclear,LOW,12,
/resources/custom-soccer-kits-wholesale-guide/,article,Custom Soccer Kits Wholesale Guide,,custom soccer kits wholesale guide custom soccer kits wholesale guide for clubs and distributors | p,https://cdn.sanity.io/images/oqpv1xbc/production/9c22f0c3d13f6ad024ac5deb2d6ef539763454a1-1672x941.webp,image-9c22f0c3d13f6ad024ac5deb2d6ef539763454a1-1672x941-webp,POXIOL Custom Soccer Kits Wholesale Guide,unclear,soccer,unclear,LOW,2,
/resources/custom-teamwear-moq-production-time/,article,Custom Teamwear Moq Production Time,,custom teamwear moq production time custom teamwear moq and production time guide | poxiol   poxiol ,https://cdn.sanity.io/images/oqpv1xbc/production/e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024.png,image-e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024-png,POXIOL Custom Teamwear Moq Production Time,unclear,unclear,unclear,LOW,4,
/resources/private-label-teamwear-launch-checklist/,article,Private Label Teamwear Launch Checklist,,private label teamwear launch checklist private label teamwear manufacturing for sportswear brands |,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Private Label Teamwear Launch Checklist,unclear,unclear,unclear,LOW,11,
/resources/sports-uniform-fabric-guide/,article,Sports Uniform Fabric Guide,,sports uniform fabric guide sports uniform fabric guide for custom teamwear buyers | poxiol   poxiol,https://cdn.sanity.io/images/oqpv1xbc/production/e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024.png,image-e71e1d4850225bf9d7b58a387cb94c6409acec02-1024x1024-png,POXIOL Sports Uniform Fabric Guide,unclear,unclear,unclear,LOW,4,
/resources/teamwear-manufacturer-evaluation-checklist/,article,Teamwear Manufacturer Evaluation Checklist,,teamwear manufacturer evaluation checklist teamwear manufacturer evaluation checklist | poxiol   pox,https://cdn.sanity.io/images/oqpv1xbc/production/9c22f0c3d13f6ad024ac5deb2d6ef539763454a1-1672x941.webp,image-9c22f0c3d13f6ad024ac5deb2d6ef539763454a1-1672x941-webp,POXIOL Teamwear Manufacturer Evaluation Checklist,unclear,unclear,unclear,LOW,2,
/sample-order/,site-page,Sample Order Support.,,sample order support. start a sample order | poxiol   poxiol sample order,https://cdn.sanity.io/images/oqpv1xbc/production/bd27eaada59c34905cbe847ae00131ccf3988670-1672x941.webp,image-bd27eaada59c34905cbe847ae00131ccf3988670-1672x941-webp,POXIOL Sample Order,unclear,unclear,unclear,LOW,4,
/solutions/,other,,Basketball Uniform Solution, b2b custom teamwear solutions | poxiol basketball uniform solution  basketball uniform solution,/images/poxiol-v62/projects_basketball_academy_uniform_program.png,,Basketball Uniform Solution,basketball,unclear,unclear,LOW,0,
/solutions/,other,,Soccer Uniform Solution, b2b custom teamwear solutions | poxiol soccer uniform solution  soccer uniform solution,/images/poxiol-v62/projects_soccer_club_kit_launch.png,,Soccer Uniform Solution,soccer,unclear,unclear,LOW,0,
/solutions/,other,,Training Wear Solution, b2b custom teamwear solutions | poxiol training wear solution  training wear solution,/images/poxiol-v6/manufacturing_sublimation_printing.png,,Training Wear Solution,factory,unclear,unclear,LOW,0,
/solutions/,other,,Hoodie &amp; Jacket Solution, b2b custom teamwear solutions | poxiol hoodie &amp; jacket solution  hoodie &amp; jacket solution,/images/poxiol-v62/home_hero_v62.png,,Hoodie &amp; Jacket Solution,generic multi-sport,unclear,unclear,LOW,0,
/solutions/,other,,Teamwear Package Solution, b2b custom teamwear solutions | poxiol teamwear package solution  teamwear package solution,/images/poxiol-v62/project_school_multisport_v62.png,,Teamwear Package Solution,generic multi-sport,unclear,unclear,LOW,0,
/solutions/,other,,Private Label Teamwear Solution, b2b custom teamwear solutions | poxiol private label teamwear solution  private label teamwear solu,/images/poxiol-v6/home_oem_odm_solutions.png,,Private Label Teamwear Solution,unclear,unclear,unclear,LOW,0,
